reply_to_mismatch,spf_dkim_failure,url_count,ip_based_urls,suspicious_tld_count,urgency_density,credential_request_density,uppercase_ratio,zero_width_chars,leetspeak_anomalies,html_tag_count,text_entropy,suspicious_attachments_count,is_malicious
0,0,2,0,0,0.0,0.0,0.057119205298013245,0,2,0,4.740913441696062,0,0
1,0,2,0,1,0.0,0.0,0.13153961136023917,0,4,0,4.846500664287139,0,0
0,0,1,0,0,0.0,0.0,0.055232558139534885,0,4,0,4.779518690303432,0,0
0,0,1,0,0,0.0,0.0,0.026344086021505377,0,0,0,4.5305889478992185,0,0
0,0,1,0,0,0.0,0.0,0.06428571428571428,0,2,0,4.7207438240652335,0,0
0,0,1,0,0,0.0,0.0,0.06097560975609756,0,0,0,4.803562662573791,0,0
0,0,1,0,0,0.0,0.0,0.04639175257731959,0,0,0,4.65217761247132,0,0
0,0,2,0,0,0.0,0.0018181818181818182,0.05190311418685121,0,4,1,4.754977779172995,0,0
0,0,1,0,0,0.0,0.0,0.014134275618374558,0,0,0,4.383877967225225,0,0
0,0,2,0,0,0.0,0.009009009009009009,0.06802721088435375,0,0,0,4.602461027658233,0,0
0,0,1,0,0,0.0,0.0,0.05128205128205128,0,1,0,4.7482190430137745,0,0
0,0,1,0,0,0.0,0.0,0.06030150753768844,0,2,0,4.716347561898602,0,0
0,0,3,0,0,0.0,0.021052631578947368,0.037800687285223365,0,0,0,4.696676852286227,0,0
0,0,2,0,0,0.0,0.0,0.07033639143730887,0,2,2,4.856819967948443,0,0
0,0,3,0,0,0.0,0.0022271714922048997,0.04815334268349696,0,0,0,4.673771658029317,0,0
0,0,2,0,0,0.0,0.0,0.061182868796736914,0,7,0,4.841200091673395,0,0
1,0,3,0,0,0.0,0.0,0.05028462998102467,0,3,0,4.85610323861418,0,0
0,0,2,0,0,0.0,0.006024096385542169,0.05024509803921569,0,0,0,4.653389764428904,0,0
0,0,2,0,0,0.0,0.0,0.03439153439153439,0,0,0,4.522142867408785,0,0
0,0,1,0,0,0.0,0.018518518518518517,0.03875968992248062,0,0,0,4.681620436947622,0,0
0,0,1,0,0,0.0,0.0,0.1056338028169014,0,2,1,4.892725524014544,0,0
0,0,3,0,0,0.0,0.006172839506172839,0.07036535859269283,0,0,0,4.76897434768195,0,0
0,0,1,0,0,0.0,0.00684931506849315,0.03945371775417299,0,0,0,4.659128600511537,0,0
0,0,0,0,0,0.0,0.0,0.06172839506172839,0,0,0,4.394384896925369,0,0
0,0,2,0,0,0.0,0.00558659217877095,0.04625,0,4,0,4.729050483088872,0,0
0,0,1,0,0,0.0,0.0,0.0446927374301676,0,2,2,4.653363024966819,0,0
0,0,1,0,0,0.0,0.0,0.10621761658031088,0,0,0,4.8896135457452,0,0
0,0,2,0,0,0.0,0.0,0.0347365322343244,0,2,1,4.644295025726701,0,0
0,0,1,0,0,0.0,0.0,0.037037037037037035,0,2,0,4.692798518797797,0,0
0,0,2,0,0,0.0,0.0,0.28475336322869954,0,5,0,5.712051387523343,0,0
0,0,1,0,0,0.0,0.0,0.0410958904109589,0,2,0,4.960179619652911,0,0
0,0,1,0,0,0.0,0.0,0.033203125,0,2,0,4.576669059515192,0,0
1,0,2,0,0,0.0,0.0,0.013333333333333334,0,1,0,4.327744979000823,0,0
1,0,2,0,1,0.0,0.0,0.10904255319148937,0,3,1,4.675134715395921,0,0
1,0,1,0,0,0.0,0.005988023952095809,0.0410958904109589,0,1,0,4.60298511941429,0,0
0,0,4,0,0,0.0,0.0,0.04185351270553064,0,2,2,4.828941076616165,0,0
0,0,3,0,0,0.0,0.0,0.04365620736698499,0,2,0,4.910105812632486,0,0
0,0,2,0,0,0.0,0.0,0.05013192612137203,0,0,0,4.708439551137964,0,0
0,0,3,0,0,0.0,0.0022624434389140274,0.08910386965376782,0,1,0,4.97681711772816,0,0
1,0,0,0,0,0.0,0.0,0.10852713178294573,0,1,0,4.837761933696669,0,0
1,0,0,0,0,0.0,0.0,0.09320905459387484,0,2,0,4.878081090941072,0,0
0,0,39,0,0,0.0009940357852882703,0.0009940357852882703,0.1110347535833497,0,6,8,4.652158825396248,0,0
0,0,0,0,0,0.0,0.0,0.0,0,0,0,4.543416694812082,0,0
1,0,3,0,0,0.0,0.0,0.10416666666666667,0,2,3,5.0211489416528305,0,0
0,0,1,0,0,0.0,0.0030211480362537764,0.03636363636363636,0,1,0,4.5968690915579185,0,0
0,0,3,0,0,0.0,0.007220216606498195,0.025159342502515933,0,1,0,5.033439611849006,0,0
1,0,1,0,0,0.0,0.0,0.2199349945828819,0,1,2,5.358845062572271,0,0
0,0,4,0,0,0.0,0.0,0.04104669061056952,0,1,2,4.8228225545567405,0,0
0,0,1,0,0,0.0,0.0,0.05263157894736842,0,0,0,4.745276650357596,0,0
0,0,1,0,0,0.0,0.0,0.025996533795493933,0,0,0,4.525682112208067,0,0
0,0,1,0,0,0.0,0.0,0.025034770514603615,0,0,0,4.494374582792904,0,0
0,0,4,0,0,0.0,0.003189792663476874,0.05219495333563775,0,0,0,4.591628313183923,0,0
0,0,1,0,0,0.0,0.0,0.01937984496124031,0,0,0,4.495956668155001,0,0
0,0,1,0,0,0.0,0.0,0.109375,0,0,0,4.953312642354731,0,0
0,0,4,0,0,0.0016891891891891893,0.0016891891891891893,0.021759697256385997,0,0,0,4.597372706348889,0,0
0,0,3,0,0,0.0,0.005747126436781609,0.03689567430025445,0,1,0,4.6712467399616,0,0
0,0,0,0,0,0.016129032258064516,0.0,0.04365079365079365,0,0,0,4.566241623029751,0,0
1,0,2,0,0,0.0,0.0,0.06605922551252848,0,1,1,4.6698686721701685,0,0
0,0,1,0,0,0.0,0.0,0.05371024734982332,0,1,0,4.702619814946126,0,0
0,0,0,0,0,0.0,0.0,0.05405405405405406,0,0,0,4.506455666256242,0,0
0,0,1,0,0,0.0,0.0,0.03474903474903475,0,0,0,4.570017751931454,0,0
1,0,1,0,0,0.0,0.0,0.06340057636887608,0,2,0,5.124344792988943,0,0
0,0,1,0,0,0.0,0.0,0.04664391353811149,0,1,0,4.68610828573784,0,0
0,0,1,0,0,0.0,0.029411764705882353,0.08962264150943396,0,2,0,5.020881603232137,0,0
0,0,0,0,0,0.0012484394506866417,0.0,0.04059040590405904,0,0,0,4.466952119859726,0,0
1,0,1,0,0,0.0,0.0,0.09648127128263337,0,2,0,4.70046072421594,0,0
0,0,1,0,0,0.0035971223021582736,0.0,0.025583145221971408,0,2,0,4.492323898073955,0,0
0,0,1,0,0,0.0,0.0,0.06727037516170763,0,2,0,4.732656072930535,0,0
0,0,2,0,0,0.0,0.0,0.07672413793103448,0,7,0,4.899808346257161,0,0
0,0,1,0,0,0.0,0.0,0.03826530612244898,0,2,0,4.591462203828432,0,0
0,0,1,0,0,0.0,0.005988023952095809,0.08174386920980926,0,3,0,4.847718085991503,0,0
0,0,2,0,0,0.0,0.0,0.2504672897196262,0,9,0,5.61810551116367,0,0
1,0,1,0,0,0.0,0.0,0.04481792717086835,0,2,0,4.6948173347190885,0,0
0,0,3,0,0,0.0,0.004149377593360996,0.16584158415841585,0,5,1,5.2837962885322405,0,0
0,0,2,0,0,0.0,0.0,0.07142857142857142,0,2,0,4.885785265512552,0,0
0,0,1,0,0,0.0,0.0,0.06201146430432517,0,2,0,4.652701169476042,0,0
0,0,1,0,0,0.0,0.0,0.11390728476821192,0,4,0,5.028477618578304,0,0
0,0,2,0,0,0.0,0.0,0.009107468123861567,0,3,0,4.574017411024705,0,0
0,0,2,0,0,0.0,0.0,0.057001239157372985,0,0,0,4.773595027143218,0,0
0,0,1,0,0,0.0,0.0,0.07142857142857142,0,4,0,4.5175561890584905,0,0
0,0,2,0,0,0.0,0.0,0.039673278879813305,0,3,0,4.680862733393257,0,0
0,0,1,0,0,0.0,0.0,0.03896103896103896,0,3,0,4.586997785034164,0,0
1,0,1,0,0,0.0,0.0,0.03934010152284264,0,2,0,4.859007049830821,0,0
0,0,1,0,0,0.0,0.0,0.038834951456310676,0,3,0,4.6942475493318705,0,0
0,0,3,0,0,0.0,0.00398406374501992,0.036013400335008376,0,2,0,4.694782623647458,0,0
0,0,1,0,0,0.0,0.006944444444444444,0.035398230088495575,0,2,0,4.515808480055024,0,0
0,0,3,0,0,0.0,0.002717391304347826,0.043509272467902996,0,6,0,4.7785221424971915,0,0
0,0,1,0,0,0.0,0.0,0.06431535269709543,0,2,0,4.690779814422781,0,0
1,0,1,0,0,0.0,0.0,0.042091836734693876,0,2,0,4.719341080796701,0,0
0,0,2,0,0,0.0,0.0,0.0644468313641246,0,7,3,4.893874836895325,0,0
0,0,4,0,0,0.0,0.0,0.03346938775510204,0,2,0,4.688453527951708,0,0
1,0,3,0,1,0.0,0.0,0.08575803981623277,0,3,1,4.892984416948433,0,0
1,0,4,0,1,0.0,0.0,0.08681318681318681,0,6,3,5.032765702981733,0,0
1,0,3,0,1,0.0,0.0,0.10460251046025104,0,2,0,4.759086517640104,0,0
1,0,3,0,1,0.0,0.0,0.06230769230769231,0,1,0,4.80588341366759,0,0
1,0,4,0,1,0.0,0.0,0.0830367734282325,0,4,1,4.971937307704116,0,0
1,0,2,0,1,0.0,0.0,0.059233449477351915,0,1,0,4.762940381894649,0,0
1,0,2,0,1,0.0,0.0,0.06941838649155722,0,1,0,4.6891466296181,0,0
1,0,3,0,1,0.0,0.0,0.08365758754863813,0,1,0,4.7589772560319625,0,0
1,0,5,0,1,0.0,0.0,0.07682119205298013,0,1,0,4.869613856987618,0,0
1,0,2,0,1,0.0,0.0,0.08080808080808081,0,1,0,4.681704996129656,0,0
1,0,5,0,1,0.0,0.0,0.11454545454545455,0,1,1,5.081026539524662,0,0
0,0,2,0,0,0.0,0.0,0.05953991880920163,0,1,0,5.073881844866892,0,0
1,0,3,0,1,0.0,0.0,0.06658739595719382,0,1,0,4.793889685798421,0,0
1,0,3,0,1,0.0,0.0,0.1220472440944882,0,1,0,4.611671231202404,0,0
0,0,0,0,0,0.0,0.0,0.028907922912205567,0,7,0,4.66173653511855,0,0
0,0,3,0,0,0.0,0.0,0.05506607929515418,0,0,0,4.834311897895191,0,0
0,0,7,0,0,0.0,0.0,0.05238467552775606,0,0,0,4.76399257262893,0,0
1,0,5,0,1,0.0,0.0,0.07673568818514007,0,1,0,4.938174249903054,0,0
1,0,5,0,1,0.0,0.0,0.06985294117647059,0,1,0,4.803235972271947,0,0
1,0,5,0,1,0.0,0.0,0.08933333333333333,0,1,0,4.869723671663297,0,0
1,0,6,0,1,0.0,0.0,0.08307692307692308,0,1,1,4.960561424082378,0,0
1,0,6,0,1,0.0,0.0,0.0853932584269663,0,1,1,4.902075191401766,0,0
1,0,1,0,0,0.0,0.0,0.06830122591943957,0,1,1,4.840998450479768,0,0
0,0,2,0,0,0.0,0.0,0.05115089514066496,0,0,0,4.956802971979502,0,0
0,0,2,0,0,0.0,0.0,0.03344768439108062,0,0,0,4.68276372902683,0,0
0,0,4,0,0,0.0,0.0,0.06289308176100629,0,0,0,5.279588895840317,0,0
0,0,3,0,0,0.02857142857142857,0.0,0.07755102040816327,0,0,0,5.154645732558586,0,0
0,0,3,0,0,0.0,0.0,0.14689265536723164,0,0,0,5.526228916918994,0,0
0,0,3,0,0,0.0,0.0,0.07251908396946564,0,0,0,5.301649180795908,0,0
0,0,1,0,0,0.0,0.0,0.11578947368421053,0,0,0,5.063533811342643,0,0
0,0,1,0,0,0.0,0.0,0.06578947368421052,0,0,0,4.983964254492944,0,0
0,0,1,0,0,0.0,0.0,0.08053691275167785,0,0,0,5.036107228301266,0,0
0,0,1,0,0,0.0,0.0,0.05185185185185185,0,0,0,4.900656650401182,0,0
0,0,1,0,0,0.0,0.0,0.06756756756756757,0,0,0,4.821094219291297,0,0
0,0,1,0,0,0.0,0.0,0.05303030303030303,0,0,0,4.786874777650113,0,0
0,0,1,0,0,0.0,0.0,0.04225352112676056,0,0,0,4.767684105085304,0,0
0,0,2,0,0,0.0,0.009174311926605505,0.03594771241830065,0,4,0,4.5993549918457095,0,0
0,0,1,0,0,0.0,0.006172839506172839,0.027777777777777776,0,4,0,4.703374413723767,0,0
0,0,2,0,0,0.0,0.0,0.053691275167785234,0,1,0,4.810239533492894,0,0
1,0,2,0,1,0.0,0.003870967741935484,0.04104903078677309,0,1,0,4.5777229265443,0,0
1,0,3,0,1,0.0,0.0,0.05353728489483748,0,1,0,4.781746654984957,0,0
0,0,2,0,0,0.0,0.0,0.04794520547945205,0,2,0,4.98969531972122,0,0
1,0,3,0,1,0.0,0.0,0.03389830508474576,0,1,0,4.650207059346561,0,0
1,0,3,0,1,0.0,0.0,0.04521739130434783,0,1,0,4.747798220797886,0,0
1,0,3,0,1,0.0015151515151515152,0.0,0.049401656949984656,0,1,0,4.709020793421422,0,0
1,0,3,0,1,0.0,0.0,0.0413589364844904,0,1,0,4.739985808363098,0,0
1,0,2,0,1,0.0,0.0,0.05501392757660167,0,1,0,4.6769355681856535,0,0
1,0,2,0,1,0.0,0.0,0.052316890881913304,0,1,0,4.7542659789362665,0,0
1,0,4,0,1,0.0,0.0,0.13016270337922403,0,1,0,4.8350258115929154,0,0
0,0,3,0,0,0.0,0.0,0.046181172291296625,0,2,1,5.011452095047575,0,0
0,0,0,0,0,0.0,0.0,0.016684607104413347,0,0,0,4.424395847387261,0,0
1,0,3,0,1,0.002183406113537118,0.0,0.08363636363636363,0,1,0,4.858421121359854,0,0
1,0,42,0,0,0.0,0.0014992503748125937,0.08666241225271219,0,10,0,4.9960500649885935,0,0
1,0,5,0,1,0.0,0.0,0.08370044052863436,0,1,0,4.754055279674254,0,0
1,0,1,0,0,0.0,0.0,0.08027522935779817,0,2,2,4.884242303917769,0,0
0,0,4,0,0,0.006369426751592357,0.0,0.039318479685452164,0,2,0,4.7711366074486286,0,0
1,0,3,0,1,0.0,0.0,0.1271186440677966,0,1,0,4.484199167840404,0,0
1,0,2,0,1,0.0,0.0,0.0925589836660617,0,2,0,4.819772063537622,0,0
1,0,2,0,1,0.0,0.0,0.053057553956834536,0,1,0,4.689636969266707,0,0
1,0,4,0,1,0.0,0.0,0.07933579335793357,0,1,0,4.800909394224859,0,0
1,0,6,0,1,0.0,0.0,0.040915395284327326,0,1,0,4.802712551661492,0,0
1,0,3,0,1,0.0,0.0,0.08630952380952381,0,1,0,4.805547228387252,0,0
1,0,3,0,1,0.0,0.0,0.11956521739130435,0,1,0,4.788885105584819,0,0
1,0,2,0,1,0.001890359168241966,0.0,0.029140538546661748,0,2,2,4.708380125736877,0,0
1,0,3,0,1,0.0,0.0029940119760479044,0.054707379134860054,0,1,0,4.844314186708979,0,0
1,0,3,0,1,0.0,0.0,0.04725670804965959,0,1,0,4.840358655629981,0,0
1,0,2,0,1,0.0,0.0,0.03665814151747655,0,1,0,4.607454500474538,0,0
1,0,2,0,1,0.0,0.0,0.04164820558263181,0,1,0,4.597986826244645,0,0
1,0,3,0,1,0.0,0.0,0.033762933381738976,0,1,0,4.621218463036533,0,0
1,0,3,0,1,0.0,0.0,0.04072398190045249,0,1,0,4.630083574439655,0,0
1,0,3,0,1,0.0,0.0,0.05381944444444445,0,1,0,4.767813261564319,0,0
1,0,3,0,1,0.0,0.0,0.08743169398907104,0,1,0,4.848363923817865,0,0
1,0,2,0,1,0.0,0.0,0.0461139896373057,0,1,0,4.624443542818895,0,0
1,0,4,0,1,0.0,0.0,0.05055880787653007,0,1,0,4.816666298482525,0,0
1,0,2,0,1,0.0,0.0,0.04847396768402154,0,1,0,4.696006447701372,0,0
0,0,2,1,0,0.0,0.0,0.0847457627118644,0,2,1,5.191062841812057,0,0
0,0,1,0,0,0.0,0.0,0.031373743527261654,0,2,2,4.55084637345204,0,0
0,0,0,0,0,0.0,0.0,0.009074410163339383,0,0,0,4.361835219020081,0,0
0,0,1,0,0,0.0,0.0,0.03908484270734033,0,2,2,4.7007259557047405,0,0
0,0,0,0,0,0.0,0.0,0.05154639175257732,0,0,0,4.462854708103287,0,0
1,0,2,0,1,0.0,0.0,0.09168443496801706,0,1,0,4.825711343269979,0,0
1,0,2,0,1,0.0,0.0,0.07932011331444759,0,1,0,4.809621679003567,0,0
1,0,3,0,1,0.0,0.0,0.18232044198895028,0,1,0,4.865248625831746,0,0
1,0,2,0,1,0.0,0.0,0.19023136246786632,0,1,0,4.837317729963439,0,0
0,0,1,0,0,0.0,0.0,0.03616636528028933,0,2,0,4.6297328661283705,0,0
0,0,2,0,0,0.0,0.0,0.053824362606232294,0,2,0,4.743799249154467,0,0
1,0,2,0,0,0.0,0.0,0.05177664974619289,0,2,0,4.7686721412507,0,0
0,0,1,0,0,0.0,0.0,0.0546875,0,3,0,4.533942810371075,0,0
0,0,1,0,0,0.0,0.0,0.037698412698412696,0,3,0,4.757747279688426,0,0
0,0,1,0,0,0.0,0.0,0.03597122302158273,0,2,0,4.741296992052701,0,0
0,0,1,0,0,0.0026246719160104987,0.0,0.0354924578527063,0,5,1,4.319530439925978,0,0
0,0,2,0,0,0.0,0.0,0.069164265129683,0,7,0,4.813661171553858,0,0
0,0,1,0,0,0.0,0.0,0.07933579335793357,0,2,0,4.788032735631501,0,0
0,0,2,0,0,0.0,0.0,0.07334525939177101,0,2,0,4.857446994633946,0,0
0,0,1,0,0,0.0,0.0,0.03858520900321544,0,4,0,4.661962065673726,0,0
1,0,1,0,0,0.0,0.0,0.059149722735674676,0,2,0,4.834219854396334,0,0
0,0,1,0,0,0.0,0.0,0.0681265206812652,0,2,0,4.731978541155266,0,0
0,0,1,0,0,0.0,0.0,0.049315068493150684,0,2,0,4.722601698083923,0,0
0,0,2,0,0,0.003787878787878788,0.003787878787878788,0.052083333333333336,0,6,0,4.755686914509663,0,0
0,0,1,0,0,0.0,0.0,0.05571677307022635,0,4,0,4.714691836989438,0,0
0,0,1,0,0,0.0,0.0,0.06235011990407674,0,2,0,4.580067711268625,0,0
0,0,1,0,0,0.0,0.0,0.03501945525291829,0,2,0,4.556691156147282,0,0
0,0,1,0,0,0.0,0.00411522633744856,0.05478180129990715,0,2,0,4.659776726350239,0,0
0,0,1,0,0,0.0,0.0,0.047748976807639835,0,3,0,4.928784245371063,0,0
0,0,1,0,0,0.0,0.0,0.040268456375838924,0,2,0,4.850538989011875,0,0
0,0,1,0,0,0.0,0.0,0.05934065934065934,0,3,1,4.905511250467801,0,0
0,0,3,0,0,0.0,0.0,0.05399568034557235,0,2,0,5.138199919623197,0,0
0,0,1,0,0,0.0,0.0,0.06587837837837837,0,2,1,4.760080058878955,0,0
0,0,1,0,0,0.0,0.0,0.07569721115537849,0,2,0,5.035036450484864,0,0
1,0,8,0,0,0.0,0.0,0.0372620494127177,0,1,1,4.839687883210066,0,0
0,0,1,0,0,0.0,0.0,0.07062436028659161,0,1,0,5.112175189276896,0,0
1,0,3,0,1,0.0,0.0007776049766718507,0.031287605294825514,0,1,0,4.595432276869016,0,0
1,0,2,0,1,0.0,0.012658227848101266,0.08685968819599109,0,1,0,4.65380883859404,0,0
1,0,4,0,1,0.0,0.0,0.10020040080160321,0,3,1,4.992429777006011,0,0
1,0,3,0,1,0.0,0.0,0.06543075245365322,0,1,0,4.853522088101031,0,0
1,0,3,0,1,0.0,0.002506265664160401,0.037289915966386554,0,1,0,4.655869552467889,0,0
1,0,2,0,1,0.0,0.0,0.07190160832544938,0,1,0,4.772534692548173,0,0
1,0,1,0,0,0.0,0.0,0.03787878787878788,0,2,1,4.774334828761157,0,0
1,0,3,0,1,0.0,0.0,0.049100631988332526,0,1,0,4.7459908392796715,0,0
1,0,3,0,1,0.0,0.0,0.04927007299270073,0,1,0,4.694654457809322,0,0
1,0,2,0,1,0.0,0.0,0.047692307692307694,0,1,0,4.723770096999326,0,0
1,0,3,0,1,0.0,0.0,0.05442964678633468,0,1,0,4.774928425064807,0,0
0,0,1,0,0,0.0,0.0,0.09154929577464789,0,2,0,4.915913437749167,0,0
0,0,1,0,0,0.0,0.0,0.03767123287671233,0,2,0,4.57232456293261,0,0
1,0,3,0,1,0.0,0.0,0.07650273224043716,0,1,0,4.792853056041128,0,0
1,0,4,0,1,0.0,0.0,0.06666666666666667,0,1,0,4.805953932120576,0,0
1,0,5,0,1,0.004576659038901602,0.0,0.0517162471395881,0,1,0,4.758845543233622,0,0
1,0,4,0,1,0.0,0.0,0.06610576923076923,0,1,0,4.854036280884288,0,0
1,0,5,0,1,0.0,0.0,0.05717916137229987,0,1,0,4.7752254322195,0,0
1,0,2,0,1,0.0,0.0,0.12052117263843648,0,1,0,4.663881886622141,0,0
1,0,2,0,1,0.0,0.003787878787878788,0.05513595166163142,0,1,0,4.649195189181524,0,0
1,0,2,0,1,0.011111111111111112,0.0,0.0863157894736842,0,1,0,4.67446124707161,0,0
1,0,2,0,1,0.0,0.0,0.0732484076433121,0,1,0,4.715484851301024,0,0
1,0,2,0,1,0.002178649237472767,0.0,0.05189873417721519,0,1,0,4.611267965779512,0,0
0,0,2,0,0,0.0,0.0,0.06607929515418502,0,2,0,4.8592843063414515,0,0
0,0,1,0,0,0.0,0.0,0.06521739130434782,0,4,0,4.728813373002667,0,0
0,0,3,0,0,0.0,0.0,0.03194726166328601,0,2,0,4.926011365996142,0,0
0,0,8,0,0,0.0,0.0011376564277588168,0.05739760378935636,0,21,4,5.003543167950501,0,0
0,0,2,0,0,0.0,0.0,0.0299625468164794,0,3,0,4.932854322250791,0,0
0,0,2,0,0,0.0,0.0030120481927710845,0.026559604694255712,0,3,0,4.752424885409245,0,0
0,0,2,0,0,0.0,0.001697792869269949,0.02860501567398119,0,2,2,4.810673790592102,0,0
0,0,2,0,0,0.003355704697986577,0.0,0.0326975476839237,0,2,0,4.626095601751959,0,0
0,0,1,0,0,0.0,0.0,0.05639097744360902,0,1,0,4.596528431597846,0,0
0,0,0,0,0,0.0,0.011627906976744186,0.037333333333333336,0,0,0,4.658323576539052,0,0
0,0,2,0,0,0.0,0.0,0.2112676056338028,0,2,3,5.331854734011948,0,0
0,0,1,0,0,0.0,0.0,0.03571428571428571,0,0,0,4.7257591556089835,0,0
0,0,2,0,0,0.0,0.0,0.05056179775280899,0,0,0,4.757515438555554,0,0
0,0,2,0,0,0.0,0.0011587485515643105,0.03443708609271523,0,1,2,4.53535433910654,0,0
0,0,0,0,0,0.0,0.0,0.07441860465116279,0,0,0,4.488049202445642,0,0
1,0,0,0,0,0.0,0.012195121951219513,0.026865671641791045,0,0,0,4.464499433407674,0,0
0,0,1,0,0,0.0,0.0,0.050473186119873815,0,2,0,4.839296829338646,0,0
0,0,1,0,0,0.000354421407052986,0.000177210703526493,0.034440477478452164,0,0,0,4.526317615358866,0,0
0,0,1,0,0,0.0,0.0,0.027586206896551724,0,0,0,4.600832435971961,0,0
0,0,0,0,0,0.0,0.0,0.08011049723756906,0,0,0,4.96410349591625,0,0
0,0,1,0,0,0.0,0.0,0.08261802575107297,0,4,0,5.079971922773743,0,0
0,0,2,0,0,0.0,0.0,0.25026737967914436,0,5,0,5.6047580766111365,0,0
0,0,2,0,0,0.0,0.0,0.05794947994056464,0,4,2,5.001806553333519,0,0
0,0,2,0,0,0.0005449591280653951,0.0005449591280653951,0.03083597139172236,0,2,0,4.5659691941158815,0,0
0,0,1,0,0,0.0,0.0045871559633027525,0.02333931777378815,0,4,0,4.536243948045042,0,0
0,0,2,0,0,0.008,0.0,0.03896103896103896,0,2,0,4.805371216370382,0,0
0,0,1,0,0,0.0,0.00398406374501992,0.026533996683250415,0,4,0,4.488119315175325,0,0
1,0,1,0,0,0.0,0.0,0.08011869436201781,0,1,1,4.68623018198207,0,0
1,0,2,0,0,0.0,0.0,0.09428571428571429,0,3,1,4.64149537624255,0,0
1,0,1,0,0,0.0,0.0,0.09477124183006536,0,3,2,5.0681548994223355,0,0
1,0,2,0,0,0.0,0.005813953488372093,0.04429530201342282,0,1,1,4.842065158714594,0,0
1,0,1,0,0,0.0,0.0,0.060133630289532294,0,1,1,4.829473575365595,0,0
1,0,3,0,0,0.0,0.0,0.07125662012518055,0,2,1,4.825596099266799,0,0
1,0,2,0,0,0.0,0.0,0.0531496062992126,0,2,1,4.941455575893552,0,0
1,0,11,0,0,0.00425531914893617,0.00425531914893617,0.060382916053019146,0,8,1,5.098428546505337,0,0
1,0,1,0,0,0.0,0.0,0.07711651299245599,0,1,1,4.834127314721936,0,0
1,0,1,0,0,0.0,0.0,0.11382113821138211,0,2,2,4.976180861292018,0,0
1,0,1,0,0,0.0,0.009259259259259259,0.05970149253731343,0,1,1,4.877103257354228,0,0
1,0,2,0,0,0.0,0.0,0.053516819571865444,0,2,2,4.927581378649088,0,0
1,0,1,0,0,0.0,0.0,0.043912175648702596,0,1,1,4.739689956484972,0,0
1,0,2,0,0,0.0,0.006172839506172839,0.06366459627329192,0,1,1,4.94298309949213,0,0
1,0,1,0,0,0.0,0.0,0.054770318021201414,0,2,2,4.776892193741053,0,0
1,0,2,0,0,0.0,0.0,0.05,0,2,2,4.8799992283060485,0,0
1,0,2,0,0,0.004484304932735426,0.013452914798206279,0.049523809523809526,0,1,1,4.827094759183081,0,0
1,0,2,0,0,0.003703703703703704,0.007407407407407408,0.04939271255060729,0,2,2,4.806670073574069,0,0
1,0,4,0,1,0.0,0.0,0.04793289394847214,0,1,0,4.847575885809815,0,0
1,0,3,0,1,0.0,0.0,0.10683760683760683,0,1,0,4.990592897097322,0,0
1,0,4,0,1,0.004366812227074236,0.0,0.04905968928863451,0,1,0,4.810314031522728,0,0
0,0,1,0,0,0.0,0.0,0.07666666666666666,0,0,0,4.709518501971805,0,0
